state,district,year,month,enrollment,date,lag_1,lag_2,rolling_mean_3,rolling_std_3,state_avg,district_state_ratio,target_log,sample_weight
Rajasthan,Bikaner,2025,11,1980,2025-11-01,1381.0,4083.0,2236.3333333333335,1600.705261231228,2031.0857142857142,0.974848075624098,7.591357046698551,44.49719092257398
Rajasthan,Bikaner,2025,12,1622,2025-12-01,1980.0,1381.0,2481.3333333333335,1419.0497994550203,1304.945945945946,1.2429633618448317,7.392031567514591,40.27406113120453
Rajasthan,Bundi,2025,7,223,2025-07-01,465.0,465.0,465.0,0.0,1370.7619047619048,0.16268324880138205,5.4116460518550396,14.933184523068078
Rajasthan,Bundi,2025,9,1674,2025-09-01,223.0,465.0,344.0,171.1198410471445,3634.1470588235293,0.46063078155716075,7.423568444259167,40.91454509095757
Rajasthan,Bundi,2025,10,550,2025-10-01,1674.0,223.0,787.3333333333334,777.3508431418425,1244.2058823529412,0.4420490272553949,6.311734809152915,23.45207879911715
Rajasthan,Bundi,2025,11,1043,2025-11-01,550.0,1674.0,815.6666666666666,761.1073073708684,2031.0857142857142,0.5135184559979467,6.950814768442584,32.29551052391029
Rajasthan,Bundi,2025,12,845,2025-12-01,1043.0,550.0,1089.0,563.4101525531823,1304.945945945946,0.6475363999746503,6.740519359606223,29.068883707497267
Rajasthan,Chittorgarh,2025,9,2236,2025-09-01,1576.0,1576.0,1576.0,0.0,3634.1470588235293,0.6152750463332207,7.71289096149013,47.286361670147556
Rajasthan,Chittorgarh,2025,10,521,2025-10-01,2236.0,1576.0,1906.0,466.6904755831214,1244.2058823529412,0.41874098763647405,6.257667587882639,22.825424421026653
Rajasthan,Chittorgarh,2025,11,1059,2025-11-01,521.0,2236.0,1444.3333333333333,865.0481682156973,2031.0857142857142,0.5213960162050101,6.966024187106113,32.54228019054596
Rajasthan,Chittorgarh,2025,12,811,2025-12-01,1059.0,521.0,1272.0,877.116297876171,1304.945945945946,0.6214816809224158,6.699500340161678,28.478061731796284
Rajasthan,Churu,2025,6,535,2025-06-01,469.0,469.0,469.0,0.0,735.1111111111111,0.7277811366374622,6.284134161070802,23.130067012440755
Rajasthan,Churu,2025,7,2150,2025-07-01,535.0,469.0,502.0,46.66904755831214,1370.7619047619048,1.5684707844079435,7.67368812926773,46.36809247747852
Rajasthan,Churu,2025,9,3972,2025-09-01,2150.0,535.0,1051.3333333333333,952.0453420574743,3634.1470588235293,1.0929662272073133,8.287276755814599,63.02380502635492
Rajasthan,Churu,2025,10,1498,2025-10-01,3972.0,2150.0,2219.0,1719.538600904324,1244.2058823529412,1.2039808051428755,7.312553498102598,38.704004960727254
Rajasthan,Churu,2025,11,2266,2025-11-01,1498.0,3972.0,2540.0,1282.280780484524,2031.0857142857142,1.1156594643253568,7.726212650507529,47.60252094164762
Rajasthan,Churu,2025,12,1705,2025-12-01,2266.0,1498.0,2578.6666666666665,1266.2895929973258,1304.945945945946,1.3065675289429335,7.441906728051625,41.291645644125154
Rajasthan,Dausa,2025,10,947,2025-10-01,2472.0,2472.0,2472.0,0.0,1244.2058823529412,0.7611280523833799,6.854354502255021,30.773365106858236
Rajasthan,Dausa,2025,11,1599,2025-11-01,947.0,2472.0,1709.5,1078.337841309485,2031.0857142857142,0.7872636731934004,7.3777589082278725,39.98749804626441
Rajasthan,Dausa,2025,12,961,2025-12-01,1599.0,947.0,1672.6666666666667,765.164252519244,1304.945945945946,0.7364289708587443,6.8690144506657065,31.0
Rajasthan,Deeg,2025,10,5,2025-10-01,2.0,2.0,2.0,0.0,1244.2058823529412,0.00401862752050359,1.791759469228055,2.23606797749979
Rajasthan,Deeg,2025,11,31,2025-11-01,5.0,2.0,3.5,2.1213203435596424,2031.0857142857142,0.015262772901185374,3.4657359027997265,5.5677643628300215
Rajasthan,Deeg,2025,12,31,2025-12-01,31.0,5.0,12.666666666666666,15.947831618540915,1304.945945945946,0.02375577325350788,3.4657359027997265,5.5677643628300215
Rajasthan,Dholpur,2025,7,727,2025-07-01,1344.0,1344.0,1344.0,0.0,1370.7619047619048,0.530361981518407,6.590301048196686,26.962937525425527
Rajasthan,Dholpur,2025,9,2951,2025-09-01,727.0,1344.0,1035.5,436.2848839920998,3634.1470588235293,0.8120199739397739,7.990238185720363,54.323107422164284
Rajasthan,Dholpur,2025,10,976,2025-10-01,2951.0,727.0,1674.0,1148.1371869249772,1244.2058823529412,0.7844360920023007,6.884486652042782,31.240998703626616
Rajasthan,Dholpur,2025,11,1590,2025-11-01,976.0,2951.0,1551.3333333333333,1218.5238337157518,2031.0857142857142,0.7828325455769273,7.372118028337787,39.87480407475377
Rajasthan,Dholpur,2025,12,885,2025-12-01,1590.0,976.0,1839.0,1010.7704981844296,1304.945945945946,0.6781890106243379,6.786716950605081,29.748949561287034
Rajasthan,Dungarpur,2025,9,2772,2025-09-01,162.0,162.0,162.0,0.0,3634.1470588235293,0.762764950105406,7.927685045615778,52.64978632435273
Rajasthan,Dungarpur,2025,10,922,2025-10-01,2772.0,162.0,1467.0,1845.548698896889,1244.2058823529412,0.7410349147808619,6.827629234502852,30.364452901377952
Rajasthan,Dungarpur,2025,11,1520,2025-11-01,922.0,2772.0,1285.3333333333333,1342.3983512107475,2031.0857142857142,0.7483682196710247,7.327123292259293,38.98717737923585
Rajasthan,Dungarpur,2025,12,1054,2025-12-01,1520.0,922.0,1738.0,944.0699126653703,1304.945945945946,0.807696290619268,6.961296045910167,32.46536616149585
Rajasthan,Ganganagar,2025,10,737,2025-10-01,2024.0,2024.0,2024.0,0.0,1244.2058823529412,0.5923456965222291,6.6039438246004725,27.147743920996454
Rajasthan,Ganganagar,2025,11,1111,2025-11-01,737.0,2024.0,1380.5,910.0464273870866,2031.0857142857142,0.5469980868779661,7.013915474810528,33.331666624997915
Rajasthan,Ganganagar,2025,12,1486,2025-12-01,1111.0,737.0,1290.6666666666667,662.0440569428392,1304.945945945946,1.138744485635894,7.304515946460155,38.54867053479276
Rajasthan,Hanumangarh,2025,9,1759,2025-09-01,751.0,751.0,751.0,0.0,3634.1470588235293,0.48402003868521254,7.473069088032197,41.94043395102154
Rajasthan,Hanumangarh,2025,10,652,2025-10-01,1759.0,751.0,1255.0,712.7636354360399,1244.2058823529412,0.5240290286736681,6.481577129276431,25.534290669607408
Rajasthan,Hanumangarh,2025,11,915,2025-11-01,652.0,1759.0,1054.0,612.5512223479764,2031.0857142857142,0.4504979743414393,6.82001636467413,30.24896692450835
Rajasthan,Hanumangarh,2025,12,755,2025-12-01,915.0,652.0,1108.6666666666667,578.3531216595388,1304.945945945946,0.5785680260128532,6.628041376179533,27.477263328068172
Rajasthan,Jaipur,2025,5,200,2025-05-01,3434.0,3434.0,3434.0,0.0,592.2,0.3377237419784908,5.303304908059076,14.142135623730951
Rajasthan,Jaipur,2025,7,3438,2025-07-01,200.0,3434.0,1817.0,2286.7833303572947,1370.7619047619048,2.5080942124625625,8.142936010432265,58.63446085707619
Rajasthan,Jaipur,2025,9,9131,2025-09-01,3438.0,200.0,2357.3333333333335,1868.3065415860785,3634.1470588235293,2.5125565510145966,9.119540007649686,95.55626614722867
Rajasthan,Jaipur,2025,10,3435,2025-10-01,9131.0,3438.0,4256.333333333333,4521.387213381899,1244.2058823529412,2.7607971065859664,8.142063283104147,58.60887304837041
Rajasthan,Jaipur,2025,11,6421,2025-11-01,3435.0,9131.0,5334.666666666667,3287.7214500826144,2031.0857142857142,3.1613633805971384,8.76748487464946,80.1311425102625
Rajasthan,Jaipur,2025,12,4282,2025-12-01,6421.0,3435.0,6329.0,2849.114248323502,1304.945945945946,3.281361970049056,8.36240897761537,65.43699259593154
Rajasthan,Jaisalmer,2025,9,1259,2025-09-01,134.0,134.0,134.0,0.0,3634.1470588235293,0.34643617322608444,7.138866999945524,35.482389998420345
Rajasthan,Jaisalmer,2025,10,424,2025-10-01,1259.0,134.0,696.5,795.4951288348659,1244.2058823529412,0.3407796137387044,6.052089168924417,20.591260281974
Rajasthan,Jaisalmer,2025,11,552,2025-11-01,424.0,1259.0,605.6666666666666,584.0876075841135,2031.0857142857142,0.271775827143688,6.315358001522335,23.49468024894146
Rajasthan,Jaisalmer,2025,12,433,2025-12-01,552.0,424.0,745.0,449.7143537847108,1304.945945945946,0.3318145102828681,6.073044534100405,20.808652046684813
Rajasthan,Jalore,2025,7,490,2025-07-01,1982.0,1982.0,1982.0,0.0,1370.7619047619048,0.35746543458599644,6.19644412779452,22.135943621178654
Rajasthan,Jalore,2025,9,4992,2025-09-01,490.0,1982.0,1236.0,1055.003317530329,3634.1470588235293,1.3736373127439345,8.51579221050061,70.65408693062278
Rajasthan,Jalore,2025,10,1660,2025-10-01,4992.0,490.0,2488.0,2293.2570723754457,1244.2058823529412,1.3341843368071917,7.415175109613295,40.74309757492672
Rajasthan,Jalore,2025,11,2919,2025-11-01,1660.0,4992.0,2380.6666666666665,2335.9198045595085,2031.0857142857142,1.4371623902761326,7.979338895262328,54.0277706369604
Rajasthan,Jalore,2025,12,2087,2025-12-01,2919.0,1660.0,3190.3333333333335,1682.4899207226572,1304.945945945946,1.5992999606474498,7.643961949002529,45.68369512200168
Rajasthan,Jhalawar,2025,9,3038,2025-09-01,173.0,173.0,173.0,0.0,3634.1470588235293,0.8359595665296621,8.019283792916793,55.11805511808268
Rajasthan,Jhalawar,2025,10,850,2025-10-01,3038.0,173.0,1605.5,2025.8609280994588,1244.2058823529412,0.6831666784856103,6.7464121285733745,29.154759474226502
Rajasthan,Jhalawar,2025,11,1661,2025-11-01,850.0,3038.0,1353.6666666666667,1497.43658741642,2031.0857142857142,0.8177892189957712,7.415776975415394,40.755367744629666
Rajasthan,Jhalawar,2025,12,1149,2025-12-01,1661.0,850.0,1849.6666666666667,1106.1339581322568,1304.945945945946,0.880496240912276,7.047517221357296,33.896902513356586
Rajasthan,Jhunjhunu,2025,10,1367,2025-10-01,3358.0,3358.0,3358.0,0.0,1244.2058823529412,1.0986927641056814,7.221105098182496,36.9729630946723
Rajasthan,Jhunjhunu,2025,11,1778,2025-11-01,1367.0,3358.0,2362.5,1407.849601342416,2031.0857142857142,0.8753938780099224,7.483806687665835,42.16633728461603
Rajasthan,Jhunjhunu,2025,12,1141,2025-12-01,1778.0,1367.0,2167.6666666666665,1051.142394413494,1304.945945945946,0.8743657187823384,7.040536390215956,33.77869150810907
Rajasthan,Jodhpur,2025,5,800,2025-05-01,2276.0,2276.0,2276.0,0.0,592.2,1.3508949679139632,6.68586094706836,28.284271247461902
Rajasthan,Jodhpur,2025,6,751,2025-06-01,800.0,2276.0,1538.0,1043.6896090313442,735.1111111111111,1.0216142684387555,6.62273632394984,27.40437921208944
Rajasthan,Jodhpur,2025,7,2616,2025-07-01,751.0,800.0,1275.6666666666667,866.660448695643,1370.7619047619048,1.9084277079121768,7.869783902530146,51.146847410177685
Rajasthan,Jodhpur,2025,9,6441,2025-09-01,2616.0,751.0,1389.0,1062.8955734219614,3634.1470588235293,1.7723553548444877,8.770594329891145,80.25584090893322
Rajasthan,Jodhpur,2025,10,2142,2025-10-01,6441.0,2616.0,3269.3333333333335,2900.7168654202246,1244.2058823529412,1.7215800297837378,7.669961995473577,46.281745861624536
Rajasthan,Jodhpur,2025,11,3805,2025-11-01,2142.0,6441.0,3733.0,2357.141701298418,2031.0857142857142,1.8733822867422694,8.244334047856094,61.68468205316454
Rajasthan,Jodhpur,2025,12,2962,2025-12-01,3805.0,2142.0,4129.333333333333,2167.7740503413484,1304.945945945946,2.2698258186093656,7.993957547573565,54.42425929675111
Rajasthan,Karauli,2025,7,946,2025-07-01,465.0,465.0,465.0,0.0,1370.7619047619048,0.6901271451394951,6.853299093186078,30.757112998459398
Rajasthan,Karauli,2025,9,2872,2025-09-01,946.0,465.0,705.5,340.1183617507294,3634.1470588235293,0.7902817231972316,7.96311205897929,53.59104402789705
Rajasthan,Karauli,2025,10,1054,2025-10-01,2872.0,946.0,1427.6666666666667,1273.7402927337007,1244.2058823529412,0.8471266813221567,6.961296045910167,32.46536616149585
Rajasthan,Karauli,2025,11,2039,2025-11-01,1054.0,2872.0,1624.0,1082.1478642034092,2031.0857142857142,1.0038965788876444,7.620705086838262,45.155287619502545
Rajasthan,Karauli,2025,12,1139,2025-12-01,2039.0,1054.0,1988.3333333333333,910.0584230330127,1304.945945945946,0.8728330882498541,7.038783541388542,33.74907406137241
Rajasthan,Kota,2025,9,2805,2025-09-01,68.0,68.0,68.0,0.0,3634.1470588235293,0.7718454852257084,7.939515260662406,52.96225070746144
Rajasthan,Kota,2025,10,1066,2025-10-01,2805.0,68.0,1436.5,1935.3512601075806,1244.2058823529412,0.8567713873713654,6.9726062513017535,32.64965543462902
Rajasthan,Kota,2025,11,2080,2025-11-01,1066.0,2805.0,1313.0,1385.1169625703094,2031.0857142857142,1.0240828269182445,7.640603826393634,45.60701700396552
Rajasthan,Kota,2025,12,1308,2025-12-01,2080.0,1066.0,1983.6666666666667,873.4931787560412,1304.945945945946,1.002340368244784,7.1770187659099,36.16628264005025
Rajasthan,Nagaur,2025,6,927,2025-06-01,873.0,873.0,873.0,0.0,735.1111111111111,1.261033857313883,6.833031732786201,30.44667469527666
Rajasthan,Nagaur,2025,7,1551,2025-07-01,927.0,873.0,900.0,38.18376618407357,1370.7619047619048,1.1314875286589396,7.347299700743164,39.382737335030434
Rajasthan,Nagaur,2025,9,6227,2025-09-01,1551.0,927.0,1117.0,376.82356614203417,3634.1470588235293,1.713469460427981,8.73681053295389,78.91134265744057
Rajasthan,Nagaur,2025,10,1914,2025-10-01,6227.0,1551.0,2901.6666666666665,2896.6748753240036,1244.2058823529412,1.5383306148487743,7.557472901614746,43.749285708454714
Rajasthan,Nagaur,2025,11,3241,2025-11-01,1914.0,6227.0,3230.6666666666665,2601.2405373846786,2031.0857142857142,1.5956982894432838,8.08394570229562,56.929781309961136
Rajasthan,Nagaur,2025,12,2210,2025-12-01,3241.0,1914.0,3794.0,2209.038025928933,1304.945945945946,1.6935567383952392,7.701200180857446,47.01063709417264
Rajasthan,Pali,2025,9,3867,2025-09-01,187.0,187.0,187.0,0.0,3634.1470588235293,1.0640736154608965,8.260492856573185,62.185207244167
Rajasthan,Pali,2025,10,1248,2025-10-01,3867.0,187.0,2027.0,2602.152954766495,1244.2058823529412,1.0030494291176961,7.130098510125578,35.32704346531139
Rajasthan,Pali,2025,11,2234,2025-11-01,1248.0,3867.0,1767.3333333333333,1894.1700909193275,2031.0857142857142,1.09990434391123,7.711996507047669,47.265209192385896
Rajasthan,Pali,2025,12,1370,2025-12-01,2234.0,1248.0,2449.6666666666665,1322.7525593750834,1304.945945945946,1.0498519147518,7.223295679562314,37.013511046643494
Rajasthan,Pratapgarh (Rj),2025,10,412,2025-10-01,1772.0,1772.0,1772.0,0.0,1244.2058823529412,0.3311349076894958,6.023447592961033,20.29778313018444
Rajasthan,Pratapgarh (Rj),2025,11,875,2025-11-01,412.0,1772.0,1092.0,961.6652224137047,2031.0857142857142,0.4308040738237807,6.775366090936392,29.58039891549808
Rajasthan,Pratapgarh (Rj),2025,12,661,2025-12-01,875.0,412.0,1019.6666666666666,691.4451050758356,1304.945945945946,0.5065343909860873,6.495265555937008,25.709920264364882
Rajasthan,Rajsamand,2025,10,683,2025-10-01,1885.0,1885.0,1885.0,0.0,1244.2058823529412,0.5489445193007904,6.52795791762255,26.13426869074396
Rajasthan,Rajsamand,2025,11,1133,2025-11-01,683.0,1885.0,1284.0,849.9423509862302,2031.0857142857142,0.5578297321626784,7.033506484287697,33.66006535941367
Rajasthan,Rajsamand,2025,12,680,2025-12-01,1133.0,683.0,1233.6666666666667,607.2901558014368,1304.945945945946,0.521094381044689,6.523562306149512,26.076809620810597
Rajasthan,Sawai Madhopur,2025,9,2411,2025-09-01,910.0,910.0,910.0,0.0,3634.1470588235293,0.6634293992439155,7.788211557847076,49.10193478876367
Rajasthan,Sawai Madhopur,2025,10,923,2025-10-01,2411.0,910.0,1660.5,1061.3672785610079,1244.2058823529412,0.7418386402849627,6.828712071641684,30.380915061926625
Rajasthan,Sawai Madhopur,2025,11,1514,2025-11-01,923.0,2411.0,1414.6666666666667,862.8744597757737,2031.0857142857142,0.745414134593376,7.323170717943469,38.91015291668744
Rajasthan,Sawai Madhopur,2025,12,885,2025-12-01,1514.0,923.0,1616.0,749.2256002033032,1304.945945945946,0.6781890106243379,6.786716950605081,29.748949561287034
Rajasthan,Sikar,2025,4,335,2025-04-01,94.0,94.0,94.0,0.0,842.1,0.39781498634319223,5.817111159963204,18.303005217723125
Rajasthan,Sikar,2025,7,650,2025-07-01,335.0,94.0,214.5,170.41273426595797,1370.7619047619048,0.47418884179775034,6.478509642208569,25.495097567963924
Rajasthan,Sikar,2025,9,4814,2025-09-01,650.0,335.0,359.6666666666667,278.81953542270554,3634.1470588235293,1.324657456640485,8.479491324232226,69.38299503480663
Rajasthan,Sikar,2025,10,1504,2025-10-01,4814.0,650.0,1933.0,2499.985399957368,1244.2058823529412,1.2088031581674799,7.316548177182976,38.781438859330635
Rajasthan,Sikar,2025,11,2257,2025-11-01,1504.0,4814.0,2322.6666666666665,2199.4056772986046,2031.0857142857142,1.1112283367088835,7.722234744709607,47.50789408087881
Rajasthan,Sikar,2025,12,1442,2025-12-01,2257.0,1504.0,2858.3333333333335,1735.0003842458748,1304.945945945946,1.1050266139212375,7.274479558773871,37.97367509209505
Rajasthan,Sirohi,2025,5,557,2025-05-01,626.0,626.0,626.0,0.0,592.2,0.9405606214100969,6.324358962381311,23.600847442411894
Rajasthan,Sirohi,2025,6,533,2025-06-01,557.0,626.0,591.5,48.79036790187178,735.1111111111111,0.7250604594911539,6.280395838960195,23.08679276123039
Rajasthan,Sirohi,2025,7,2717,2025-07-01,533.0,557.0,572.0,48.28043081829324,1370.7619047619048,1.9821093587145964,7.907651594711089,52.124850119688595
Rajasthan,Sirohi,2025,9,2562,2025-09-01,2717.0,533.0,1269.0,1254.0621994143671,3634.1470588235293,0.7049797266125722,7.848933726364071,50.61620293937506
Rajasthan,Sirohi,2025,10,903,2025-10-01,2562.0,2717.0,1937.3333333333333,1218.6551330599373,1244.2058823529412,0.7257641302029483,6.806829360392176,30.04995840263344
Rajasthan,Sirohi,2025,11,1527,2025-11-01,903.0,2562.0,2060.6666666666665,1005.5597114708472,2031.0857142857142,0.751814652261615,7.331714969726466,39.07684736515984
Rajasthan,Sirohi,2025,12,1000,2025-12-01,1527.0,903.0,1664.0,837.9421221062944,1304.945945945946,0.7663152662421897,6.90875477931522,31.622776601683793
Rajasthan,Tonk,2025,9,2092,2025-09-01,986.0,986.0,986.0,0.0,3634.1470588235293,0.5756508930809918,7.646353722445999,45.73838650411709
Rajasthan,Tonk,2025,10,676,2025-10-01,2092.0,986.0,1539.0,782.0600999923215,1244.2058823529412,0.5433184407720854,6.517671272912275,26.0
Rajasthan,Tonk,2025,11,1338,2025-11-01,676.0,2092.0,1251.3333333333333,744.3556497624863,2031.0857142857142,0.6587609723156784,7.199678345691172,36.578682316343766
Rajasthan,Tonk,2025,12,651,2025-12-01,1338.0,676.0,1368.6666666666667,708.4979416577956,1304.945945945946,0.4988712383236655,6.480044561926653,25.514701644346147
Rajasthan,Udaipur,2025,7,855,2025-07-01,132.0,132.0,132.0,0.0,1370.7619047619048,0.6237407072878101,6.752270376141742,29.24038303442689
Rajasthan,Udaipur,2025,9,5484,2025-09-01,855.0,132.0,493.5,511.23820279787384,3634.1470588235293,1.5090198363557166,8.609772372709331,74.05403432629447
Rajasthan,Udaipur,2025,10,2141,2025-10-01,5484.0,855.0,2157.0,2903.8558848537923,1244.2058823529412,1.7207763042796371,7.669495251007694,46.2709412050371
Rajasthan,Udaipur,2025,11,3629,2025-11-01,2141.0,5484.0,2826.6666666666665,2389.45900432155,2031.0857142857142,1.7867291244645718,8.196987927258897,60.241181927316134
Rajasthan,Udaipur,2025,12,2182,2025-12-01,3629.0,2141.0,3751.3333333333335,1674.8541230009655,1304.945945945946,1.672099910940458,7.688455356549944,46.71188285650665
Sikkim,East Sikkim,2025,10,131,2025-10-01,319.0,319.0,319.0,0.0,51.833333333333336,2.527331189661852,4.882801922586371,11.445523142259598
Sikkim,East Sikkim,2025,11,170,2025-11-01,131.0,319.0,225.0,132.93607486307093,64.16666666666667,2.6493506493093606,5.14166355650266,13.038404810405298
Sikkim,East Sikkim,2025,12,56,2025-12-01,170.0,131.0,206.66666666666666,99.21861384505092,17.333333333333332,3.2307692305828404,4.04305126783455,7.483314773547883
Sikkim,Mangan,2025,11,1,2025-11-01,1.0,1.0,1.0,0.0,64.16666666666667,0.01558441558417271,0.6931471805599453,1.0
Sikkim,Mangan,2025,12,1,2025-12-01,1.0,1.0,1.0,0.0,17.333333333333332,0.057692307688979295,0.6931471805599453,1.0
Sikkim,Namchi,2025,10,4,2025-10-01,11.0,11.0,11.0,0.0,51.833333333333336,0.07717041800494205,1.6094379124341003,2.0
Sikkim,Namchi,2025,11,3,2025-11-01,4.0,11.0,7.5,4.949747468305833,64.16666666666667,0.04675324675251812,1.3862943611198906,1.7320508075688772
Sikkim,Namchi,2025,12,5,2025-12-01,3.0,4.0,6.0,4.358898943540674,17.333333333333332,0.28846153844489647,1.791759469228055,2.23606797749979
Sikkim,North Sikkim,2025,10,30,2025-10-01,32.0,32.0,32.0,0.0,51.833333333333336,0.5787781350370654,3.4339872044851463,5.477225575051661
Sikkim,North Sikkim,2025,11,30,2025-11-01,30.0,32.0,31.0,1.4142135623730951,64.16666666666667,0.46753246752518124,3.4339872044851463,5.477225575051661
Sikkim,North Sikkim,2025,12,6,2025-12-01,30.0,30.0,30.666666666666668,1.1547005383792517,17.333333333333332,0.3461538461338758,1.9459101490553132,2.449489742783178
Sikkim,South Sikkim,2025,7,260,2025-07-01,49.0,49.0,49.0,0.0,215.5,1.2064965197159792,5.564520407322694,16.1245154965971
Sikkim,South Sikkim,2025,9,166,2025-09-01,260.0,49.0,154.5,149.19953083036154,143.2,1.159217877086877,5.117993812416755,12.884098726725126
Sikkim,South Sikkim,2025,10,57,2025-10-01,166.0,260.0,158.33333333333334,105.70871928716824,51.833333333333336,1.0996784565704243,4.060443010546419,7.54983443527075
Sikkim,South Sikkim,2025,11,92,2025-11-01,57.0,166.0,161.0,101.59232254457027,64.16666666666667,1.4337662337438892,4.532599493153256,9.591663046625438
Sikkim,South Sikkim,2025,12,13,2025-12-01,92.0,57.0,105.0,55.65069631190611,17.333333333333332,0.7499999999567308,2.6390573296152584,3.605551275463989
Sikkim,West Sikkim,2025,7,171,2025-07-01,127.0,127.0,127.0,0.0,215.5,0.7935034802747402,5.147494476813453,13.076696830622021
Sikkim,West Sikkim,2025,9,188,2025-09-01,171.0,127.0,149.0,31.11269837220809,143.2,1.3128491620020055,5.241747015059643,13.711309200802088
Sikkim,West Sikkim,2025,10,88,2025-10-01,188.0,171.0,162.0,31.480152477394387,51.833333333333336,1.6977491961087252,4.48863636973214,9.38083151964686
Sikkim,West Sikkim,2025,11,89,2025-11-01,88.0,188.0,149.0,53.50700888668698,64.16666666666667,1.387012986991371,4.499809670330265,9.433981132056603
Sikkim,West Sikkim,2025,12,23,2025-12-01,89.0,88.0,121.66666666666667,57.44852768638491,17.333333333333332,1.3269230768465237,3.1780538303479458,4.795831523312719
Tamil Nadu,Ariyalur,2025,10,485,2025-10-01,754.0,754.0,754.0,0.0,1045.0263157894738,0.46410314522380103,6.186208623900494,22.02271554554524
Tamil Nadu,Ariyalur,2025,11,727,2025-11-01,485.0,754.0,619.5,190.21172413918129,1595.5526315789473,0.45564150352101546,6.590301048196686,26.962937525425527
Tamil Nadu,Ariyalur,2025,12,370,2025-12-01,727.0,485.0,655.3333333333334,148.12944789383823,913.1842105263158,0.4051756433527738,5.916202062607435,19.235384061671343
Tamil Nadu,Chengalpattu,2025,9,345,2025-09-01,226.0,226.0,226.0,0.0,1996.2105263157894,0.17282746256055465,5.846438775057725,18.57417562100671
Tamil Nadu,Chengalpattu,2025,10,175,2025-10-01,345.0,226.0,285.5,84.14570696119915,1045.0263157894738,0.16745989776116532,5.170483995038151,13.228756555322953
Tamil Nadu,Chengalpattu,2025,11,304,2025-11-01,175.0,345.0,248.66666666666666,87.23722447059703,1595.5526315789473,0.19052959707068595,5.720311776607412,17.435595774162696
Tamil Nadu,Chengalpattu,2025,12,188,2025-12-01,304.0,175.0,274.6666666666667,88.71489916205357,913.1842105263158,0.20587302959546344,5.241747015059643,13.711309200802088
Tamil Nadu,Chennai,2025,9,3156,2025-09-01,400.0,400.0,400.0,0.0,1996.2105263157894,1.5809955705539434,8.057377488557991,56.178287620752556
Tamil Nadu,Chennai,2025,10,1819,2025-10-01,3156.0,400.0,1778.0,1948.786288950125,1045.0263157894738,1.7406260230146269,7.506591780070841,42.649736224272246
Tamil Nadu,Chennai,2025,11,2892,2025-11-01,1819.0,3156.0,1791.6666666666667,1378.2032989850711,1595.5526315789473,1.8125381405540257,7.970049304976135,53.777318638995006
Tamil Nadu,Chennai,2025,12,1592,2025-12-01,2892.0,1819.0,2622.3333333333335,708.11886949391,913.1842105263158,1.743350335723286,7.373374309910049,39.89987468652001
Tamil Nadu,Coimbatore,2025,9,3044,2025-09-01,89.0,89.0,89.0,0.0,1996.2105263157894,1.5248892638676184,8.021256180143997,55.17245689653489
Tamil Nadu,Coimbatore,2025,10,1813,2025-10-01,3044.0,89.0,1566.5,2089.500538406248,1045.0263157894738,1.7348845408056728,7.503289630675082,42.579337712087536
Tamil Nadu,Coimbatore,2025,11,2480,2025-11-01,1813.0,3044.0,1648.6666666666667,1484.3383486703203,1595.5526315789473,1.5543203971555961,7.816416983691801,49.79959839195493
Tamil Nadu,Coimbatore,2025,12,1308,2025-12-01,2480.0,1813.0,2445.6666666666665,616.2177645389114,913.1842105263158,1.4323506527173733,7.1770187659099,36.16628264005025
Tamil Nadu,Cuddalore,2025,9,3117,2025-09-01,141.0,141.0,141.0,0.0,1996.2105263157894,1.5614585530470981,8.044947049617722,55.83009940883144
Tamil Nadu,Cuddalore,2025,10,1409,2025-10-01,3117.0,141.0,1629.0,2104.3497808111656,1045.0263157894738,1.348291405402754,7.251344983372214,37.53664875824692
Tamil Nadu,Cuddalore,2025,11,2454,2025-11-01,1409.0,3117.0,1555.6666666666667,1493.4113074881056,1595.5526315789473,1.5380251026692873,7.805882040228621,49.53786430600334
Tamil Nadu,Cuddalore,2025,12,1333,2025-12-01,2454.0,1409.0,2326.6666666666665,861.0902004629557,913.1842105263158,1.4597273853763444,7.195937226475569,36.51027252705737
Tamil Nadu,Dharmapuri,2025,10,1162,2025-10-01,1725.0,1725.0,1725.0,0.0,1045.0263157894738,1.1119337211341378,7.0587581525186645,34.08812109811862
Tamil Nadu,Dharmapuri,2025,11,1729,2025-11-01,1162.0,1725.0,1443.5,398.10111780802623,1595.5526315789473,1.0836370833395264,7.455876687491824,41.58124577258358
Tamil Nadu,Dharmapuri,2025,12,960,2025-12-01,1729.0,1162.0,1538.6666666666667,326.2090331878216,913.1842105263158,1.0512665341044942,6.8679744089702925,30.983866769659336
Tamil Nadu,Dindigul,2025,10,1023,2025-10-01,2337.0,2337.0,2337.0,0.0,1045.0263157894738,0.9789227166266978,6.931471805599453,31.984371183438952
Tamil Nadu,Dindigul,2025,11,1699,2025-11-01,1023.0,2337.0,1680.0,929.1383104791234,1595.5526315789473,1.0648348204707088,7.438383530044307,41.2189276910499
Tamil Nadu,Dindigul,2025,12,900,2025-12-01,1699.0,1023.0,1686.3333333333333,657.0915714977124,913.1842105263158,0.9855623757229632,6.803505257608338,30.0
Tamil Nadu,Erode,2025,10,1178,2025-10-01,2199.0,2199.0,2199.0,0.0,1045.0263157894738,1.1272443403580157,7.072421900537371,34.322004603461025
