state,district,year,month,enrollment,date,lag_1,lag_2,rolling_mean_3,rolling_std_3,state_avg,district_state_ratio,target_log
Telangana,Hanumakonda,2025,12,137,2025-12-01,258.0,237.0,287.3333333333333,69.78777352325645,500.9142857142857,0.27349988592233787,4.927253685157205
Telangana,Hyderabad,2025,4,306,2025-04-01,,,,0.0,211.33333333333334,1.4479495268070286,5.726847747587197
Telangana,Hyderabad,2025,5,911,2025-05-01,306.0,306.0,306.0,0.0,911.0,0.9999999999989023,6.815639990074331
Telangana,Hyderabad,2025,6,1218,2025-06-01,911.0,306.0,608.5,427.79960261786124,758.0,1.606860158309226,7.105786129481271
Telangana,Hyderabad,2025,7,7252,2025-07-01,1218.0,911.0,811.6666666666666,464.043460608307,2145.25,3.380491784172763,8.889170455363413
Telangana,Hyderabad,2025,9,6346,2025-09-01,7252.0,1218.0,3127.0,3575.6511295147347,1389.7428571428572,4.566312370219365,8.75573753930647
Telangana,Hyderabad,2025,10,5016,2025-10-01,6346.0,7252.0,4938.666666666667,3253.879120885306,934.5428571428571,5.367330092629311,8.520587424484253
Telangana,Hyderabad,2025,11,5737,2025-11-01,5016.0,6346.0,6204.666666666667,1124.6801026662345,942.5428571428571,6.08672587831662,8.65486599654131
Telangana,Hyderabad,2025,12,3270,2025-12-01,5737.0,5016.0,5699.666666666667,665.7855009936246,500.9142857142857,6.528062970555072,8.092851027538384
Telangana,Jagtial,2025,9,602,2025-09-01,,,,0.0,1389.7428571428572,0.4331736600806899,6.401917196727186
Telangana,Jagtial,2025,10,375,2025-10-01,602.0,602.0,602.0,0.0,934.5428571428571,0.4012657066858038,5.929589143389895
Telangana,Jagtial,2025,11,305,2025-11-01,375.0,602.0,488.5,160.51323932934628,942.5428571428571,0.32359271272207935,5.723585101952381
Telangana,Jagtial,2025,12,271,2025-12-01,305.0,375.0,427.3333333333333,155.26214391580882,500.9142857142857,0.5410107232478363,5.605802066295998
Telangana,Jangaon,2025,9,444,2025-09-01,,,,0.0,1389.7428571428572,0.31948356324888094,6.09807428216624
Telangana,Jangaon,2025,10,266,2025-10-01,444.0,444.0,444.0,0.0,934.5428571428571,0.2846311412757968,5.58724865840025
Telangana,Jangaon,2025,11,236,2025-11-01,266.0,444.0,355.0,125.86500705120545,942.5428571428571,0.2503864924669204,5.4680601411351315
Telangana,Jangaon,2025,12,121,2025-12-01,236.0,266.0,315.3333333333333,112.43368415796634,500.9142857142857,0.24155829340586046,4.804021044733257
Telangana,Jayashankar Bhupalpally,2025,9,298,2025-09-01,,,,0.0,1389.7428571428572,0.21442815731569034,5.700443573390687
Telangana,Jayashankar Bhupalpally,2025,10,223,2025-10-01,298.0,298.0,298.0,0.0,934.5428571428571,0.23861934024249132,5.4116460518550396
Telangana,Jayashankar Bhupalpally,2025,11,201,2025-11-01,223.0,298.0,260.5,53.033008588991066,942.5428571428571,0.2132529024824195,5.308267697401205
Telangana,Jayashankar Bhupalpally,2025,12,102,2025-12-01,201.0,223.0,240.66666666666666,50.85600587279081,500.9142857142857,0.20362765229254354,4.634728988229636
Telangana,Jogulamba Gadwal,2025,9,626,2025-09-01,,,,0.0,1389.7428571428572,0.4504430418779267,6.440946540632921
Telangana,Jogulamba Gadwal,2025,10,502,2025-10-01,626.0,626.0,626.0,0.0,934.5428571428571,0.5371610260167293,6.220590170099739
Telangana,Jogulamba Gadwal,2025,11,443,2025-11-01,502.0,626.0,564.0,87.68124086713189,942.5428571428571,0.47000515323239717,6.095824562432225
Telangana,Jogulamba Gadwal,2025,12,194,2025-12-01,443.0,502.0,523.6666666666666,93.40413980832612,500.9142857142857,0.3872918092622887,5.272999558563747
Telangana,Kamareddy,2025,9,745,2025-09-01,,,,0.0,1389.7428571428572,0.5360703932892259,6.61472560020376
Telangana,Kamareddy,2025,10,487,2025-10-01,745.0,745.0,745.0,0.0,934.5428571428571,0.5211103977492972,6.1903154058531475
Telangana,Kamareddy,2025,11,517,2025-11-01,487.0,745.0,616.0,182.43354954612926,942.5428571428571,0.5485161720567705,6.249975242259483
Telangana,Kamareddy,2025,12,234,2025-12-01,517.0,487.0,583.0,141.09571219565817,500.9142857142857,0.4671457905534822,5.459585514144159
Telangana,Karimnagar,2025,9,2397,2025-09-01,,,,0.0,1389.7428571428572,1.7247795069990262,7.7823903355874595
Telangana,Karimnagar,2025,10,1644,2025-10-01,2397.0,2397.0,2397.0,0.0,934.5428571428571,1.7591488581105639,7.405495663199472
Telangana,Karimnagar,2025,11,1437,2025-11-01,1644.0,2397.0,2020.5,532.4514062334703,942.5428571428571,1.524599108792223,7.271008538280992
Telangana,Karimnagar,2025,12,824,2025-12-01,1437.0,1644.0,1826.0,505.2157954775365,500.9142857142857,1.644992014598587,6.715383386334681
Telangana,Khammam,2025,9,2034,2025-09-01,,,,0.0,1389.7428571428572,1.4635801073158194,7.618251097876695
Telangana,Khammam,2025,10,1067,2025-10-01,2034.0,2034.0,2034.0,0.0,934.5428571428571,1.1417346907566737,6.97354301952014
Telangana,Khammam,2025,11,1175,2025-11-01,1067.0,2034.0,1550.5,683.7722574073914,942.5428571428571,1.2466276637653875,7.069874128458572
Telangana,Khammam,2025,12,533,2025-12-01,1175.0,1067.0,1425.3333333333333,529.8795460605488,500.9142857142857,1.064054300705154,6.280395838960195
Telangana,Komaram Bheem,2025,9,471,2025-09-01,,,,0.0,1389.7428571428572,0.33891161777077233,6.156978985585555
Telangana,Komaram Bheem,2025,10,231,2025-10-01,471.0,471.0,471.0,0.0,934.5428571428571,0.24717967531845514,5.44673737166631
Telangana,Komaram Bheem,2025,11,243,2025-11-01,231.0,471.0,351.0,169.7056274847714,942.5428571428571,0.2578132104638206,5.497168225293202
Telangana,Komaram Bheem,2025,12,135,2025-12-01,243.0,231.0,315.0,135.23313203501573,500.9142857142857,0.2695071868577782,4.912654885736052
Telangana,Mahabubabad,2025,9,541,2025-09-01,,,,0.0,1389.7428571428572,0.389280648012713,6.295266001439646
Telangana,Mahabubabad,2025,10,361,2025-10-01,541.0,541.0,541.0,0.0,934.5428571428571,0.3862851203028671,5.8916442118257715
Telangana,Mahabubabad,2025,11,383,2025-11-01,361.0,541.0,451.0,127.27922061357856,942.5428571428571,0.40634757040182423,5.950642552587727
Telangana,Mahabubabad,2025,12,165,2025-12-01,383.0,361.0,428.3333333333333,98.19029144133005,500.9142857142857,0.3293976728261733,5.111987788356544
Telangana,Mahabubnagar,2025,9,4975,2025-09-01,,,,0.0,1389.7428571428572,3.5797989350522132,8.512381634419015
Telangana,Mahabubnagar,2025,10,2924,2025-10-01,4975.0,4975.0,4975.0,0.0,934.5428571428571,3.128802470264774,7.981049759665957
Telangana,Mahabubnagar,2025,11,2697,2025-11-01,2924.0,4975.0,3949.5,1450.276008213609,942.5428571428571,2.8614083482342556,7.900266036767701
Telangana,Mahabubnagar,2025,12,1329,2025-12-01,2697.0,2924.0,3532.0,1254.818313541845,500.9142857142857,2.6531485283999054,7.1929342212158
Telangana,Mancherial,2025,9,399,2025-09-01,,,,0.0,1389.7428571428572,0.2871034723790619,5.991464547107982
Telangana,Mancherial,2025,10,259,2025-10-01,399.0,399.0,399.0,0.0,934.5428571428571,0.2771408480843285,5.560681631015528
Telangana,Mancherial,2025,11,233,2025-11-01,259.0,399.0,329.0,98.99494936611666,942.5428571428571,0.24720361332539176,5.455321115357702
Telangana,Mancherial,2025,12,174,2025-12-01,233.0,259.0,297.0,89.28605714219886,500.9142857142857,0.3473648186166919,5.1647859739235145
Telangana,Medak,2025,9,3272,2025-09-01,,,,0.0,1389.7428571428572,2.3543923850232846,8.09346227450118
Telangana,Medak,2025,10,2267,2025-10-01,3272.0,3272.0,3272.0,0.0,934.5428571428571,2.425784952151246,7.7266536648476425
Telangana,Medak,2025,11,2091,2025-11-01,2267.0,3272.0,2769.5,710.6423150924803,942.5428571428571,2.2184667616454683,7.645875825184813
Telangana,Medak,2025,12,968,2025-12-01,2091.0,2267.0,2543.3333333333335,637.1501654502912,500.9142857142857,1.9324663472468837,6.876264611890766
Telangana,Medchal-Malkajgiri,2025,4,116,2025-04-01,,,,0.0,211.33333333333334,0.5488958990510304,4.762173934797756
Telangana,Medchal-Malkajgiri,2025,6,298,2025-06-01,116.0,116.0,116.0,0.0,758.0,0.3931398416881357,5.700443573390687
Telangana,Medchal-Malkajgiri,2025,7,406,2025-07-01,298.0,116.0,207.0,128.69343417595164,2145.25,0.1892553315463516,6.008813185442595
Telangana,Medchal-Malkajgiri,2025,9,1364,2025-09-01,406.0,298.0,273.3333333333333,146.5651163590209,1389.7428571428572,0.9814765321429585,7.21890970761906
Telangana,Medchal-Malkajgiri,2025,10,1118,2025-10-01,1364.0,406.0,689.3333333333334,586.7685517589822,934.5428571428571,1.1963068268659431,7.020190708311925
Telangana,Medchal-Malkajgiri,2025,11,1181,2025-11-01,1118.0,1364.0,962.6666666666666,497.5312385502376,942.5428571428571,1.2529934220484449,7.074963197966044
Telangana,Medchal-Malkajgiri,2025,12,725,2025-12-01,1181.0,1118.0,1221.0,127.7849756426792,500.9142857142857,1.447353410902883,6.587550014824796
Telangana,Mulugu,2025,9,349,2025-09-01,,,,0.0,1389.7428571428572,0.25112559363481857,5.857933154483459
Telangana,Mulugu,2025,10,240,2025-10-01,349.0,349.0,349.0,0.0,934.5428571428571,0.25681005227891446,5.484796933490655
Telangana,Mulugu,2025,11,215,2025-11-01,240.0,349.0,294.5,77.07463914933368,942.5428571428571,0.22810633847621986,5.375278407684165
Telangana,Mulugu,2025,12,126,2025-12-01,215.0,240.0,268.0,71.25307010929424,500.9142857142857,0.25154004106725963,4.844187086458591
Telangana,Nagarkurnool,2025,9,578,2025-09-01,,,,0.0,1389.7428571428572,0.4159042782834531,6.361302477572996
Telangana,Nagarkurnool,2025,10,282,2025-10-01,578.0,578.0,578.0,0.0,934.5428571428571,0.30175181142772445,5.645446897643238
Telangana,Nagarkurnool,2025,11,314,2025-11-01,282.0,578.0,430.0,209.30360723121808,942.5428571428571,0.3331413501466653,5.752572638825633
Telangana,Nagarkurnool,2025,12,165,2025-12-01,314.0,282.0,391.3333333333333,162.44794037885902,500.9142857142857,0.3293976728261733,5.111987788356544
Telangana,Nalgonda,2025,9,2947,2025-09-01,,,,0.0,1389.7428571428572,2.120536173185703,7.988882253309227
Telangana,Nalgonda,2025,10,1868,2025-10-01,2947.0,2947.0,2947.0,0.0,934.5428571428571,1.9988382402375506,7.533158807455563
Telangana,Nalgonda,2025,11,1902,2025-11-01,1868.0,2947.0,2407.5,762.9682169002848,942.5428571428571,2.0179453757291634,7.551186867296149
Telangana,Nalgonda,2025,12,831,2025-12-01,1902.0,1868.0,2239.0,613.3816104188322,500.9142857142857,1.6589664613245458,6.723832440821209
Telangana,Narayanpet,2025,9,517,2025-09-01,,,,0.0,1389.7428571428572,0.3720112662154762,6.249975242259483
Telangana,Narayanpet,2025,10,330,2025-10-01,517.0,517.0,517.0,0.0,934.5428571428571,0.3531138218835074,5.802118375377063
Telangana,Narayanpet,2025,11,286,2025-11-01,330.0,517.0,423.5,132.22896808188437,942.5428571428571,0.30343447815906455,5.659482215759621
Telangana,Narayanpet,2025,12,161,2025-12-01,286.0,330.0,377.6666666666667,122.65534368030337,500.9142857142857,0.321412274697054,5.087596335232384
Telangana,Nirmal,2025,9,572,2025-09-01,,,,0.0,1389.7428571428572,0.4115869328341439,6.35088571671474
Telangana,Nirmal,2025,10,272,2025-10-01,572.0,572.0,572.0,0.0,934.5428571428571,0.2910513925827697,5.60947179518496
Telangana,Nirmal,2025,11,349,2025-11-01,272.0,572.0,422.0,212.13203435596427,942.5428571428571,0.3702749401311662,5.857933154483459
Telangana,Nirmal,2025,12,176,2025-12-01,349.0,272.0,397.6666666666667,155.80864332036697,500.9142857142857,0.35135751768125156,5.176149732573829
Telangana,Nizamabad,2025,9,2720,2025-09-01,,,,0.0,1389.7428571428572,1.957196603686838,7.908754738783246
Telangana,Nizamabad,2025,10,1796,2025-10-01,2720.0,2720.0,2720.0,0.0,934.5428571428571,1.9217952245538763,7.493873886783559
Telangana,Nizamabad,2025,11,1587,2025-11-01,1796.0,2720.0,2258.0,653.36666581637,942.5428571428571,1.6837430658686554,7.370230641807081
Telangana,Nizamabad,2025,12,809,2025-12-01,1587.0,1796.0,2034.3333333333333,602.9297913798366,500.9142857142857,1.6150467716143893,6.697034247666484
Telangana,Peddapalli,2025,9,229,2025-09-01,,,,0.0,1389.7428571428572,0.16477868464863454,5.438079308923196
Telangana,Peddapalli,2025,10,132,2025-10-01,229.0,229.0,229.0,0.0,934.5428571428571,0.14124552875340293,4.890349128221754
Telangana,Peddapalli,2025,11,136,2025-11-01,132.0,229.0,180.5,68.58935777509511,942.5428571428571,0.1442905210826321,4.919980925828125
Telangana,Peddapalli,2025,12,85,2025-12-01,136.0,132.0,165.66666666666666,54.884727687520986,500.9142857142857,0.16968971024378626,4.454347296253507
Telangana,Rajanna Sircilla,2025,9,283,2025-09-01,,,,0.0,1389.7428571428572,0.20363479369241735,5.648974238161206
Telangana,Rajanna Sircilla,2025,10,245,2025-10-01,283.0,283.0,283.0,0.0,934.5428571428571,0.26216026170139184,5.5053315359323625
Telangana,Rajanna Sircilla,2025,11,202,2025-11-01,245.0,283.0,264.0,26.870057685088806,942.5428571428571,0.2143138621962624,5.313205979041787
Telangana,Rajanna Sircilla,2025,12,136,2025-12-01,202.0,245.0,243.33333333333334,40.52571200279316,500.9142857142857,0.27150353639005803,4.919980925828125
Telangana,Rangareddy,2025,4,212,2025-04-01,,,,0.0,211.33333333333334,1.0031545741277452,5.3612921657094255
Telangana,Rangareddy,2025,7,284,2025-07-01,212.0,212.0,212.0,0.0,2145.25,0.13238550285508338,5.652489180268651
Telangana,Rangareddy,2025,9,6467,2025-09-01,284.0,212.0,248.0,50.91168824543142,1389.7428571428572,4.653378836780434,8.774622220696997
Telangana,Rangareddy,2025,10,4609,2025-10-01,6467.0,284.0,2321.0,3590.721793734513,934.5428571428571,4.931823045639653,8.435983135990694
Telangana,Rangareddy,2025,11,4855,2025-11-01,4609.0,6467.0,3786.6666666666665,3172.4669160344815,942.5428571428571,5.150959410707197,8.487970332739334
Telangana,Rangareddy,2025,12,2910,2025-12-01,4855.0,4609.0,5310.333333333333,1009.2261061493282,500.9142857142857,5.80937713893433,7.976251943745623
Telangana,Sangareddy,2025,9,886,2025-09-01,,,,0.0,1389.7428571428572,0.6375280113479921,6.787844982309579
Telangana,Sangareddy,2025,10,698,2025-10-01,886.0,886.0,886.0,0.0,934.5428571428571,0.7468892353778428,6.54965074223381
Telangana,Sangareddy,2025,11,692,2025-11-01,698.0,886.0,792.0,132.93607486307093,942.5428571428571,0.7341841219792751,6.541029999189903
Telangana,Sangareddy,2025,12,354,2025-12-01,692.0,698.0,758.6666666666666,110.31470134725168,500.9142857142857,0.7067077344270628,5.872117789475416
Telangana,Siddipet,2025,9,645,2025-09-01,,,,0.0,1389.7428571428572,0.4641146358007392,6.470799503782602
Telangana,Siddipet,2025,10,488,2025-10-01,645.0,645.0,645.0,0.0,934.5428571428571,0.5221804396337927,6.192362489474872
Telangana,Siddipet,2025,11,475,2025-11-01,488.0,645.0,566.5,111.01576464628796,942.5428571428571,0.5039558640753694,6.16541785423142
Telangana,Siddipet,2025,12,226,2025-12-01,475.0,488.0,536.0,94.62029380635002,500.9142857142857,0.4511749942952435,5.424950017481403
Telangana,Suryapet,2025,9,778,2025-09-01,,,,0.0,1389.7428571428572,0.5598157932604265,6.658011045870748
Telangana,Suryapet,2025,10,519,2025-10-01,778.0,778.0,778.0,0.0,934.5428571428571,0.5553517380531524,6.253828811575473
Telangana,Suryapet,2025,11,468,2025-11-01,519.0,778.0,648.5,183.1406563273158,942.5428571428571,0.49652914607846926,6.150602768446279
Telangana,Suryapet,2025,12,218,2025-12-01,468.0,519.0,588.3333333333334,166.22374479397743,500.9142857142857,0.4352041980370048,5.389071729816501
Telangana,Vikarabad,2025,9,949,2025-09-01,,,,0.0,1389.7428571428572,0.6828601385657387,6.856461984594587
Telangana,Vikarabad,2025,10,643,2025-10-01,949.0,949.0,949.0,0.0,934.5428571428571,0.6880369317305915,6.467698726104354
Telangana,Vikarabad,2025,11,669,2025-11-01,643.0,949.0,796.0,216.37467504308356,942.5428571428571,0.7097820485608888,6.507277712385012
Telangana,Vikarabad,2025,12,292,2025-12-01,669.0,643.0,753.6666666666666,169.66240990075949,500.9142857142857,0.5829340634257129,5.680172609017068
Telangana,Wanaparthy,2025,9,563,2025-09-01,,,,0.0,1389.7428571428572,0.40511091466018007,6.335054251498059
Telangana,Wanaparthy,2025,10,402,2025-10-01,563.0,563.0,563.0,0.0,934.5428571428571,0.4301568375671817,5.998936561946683
Telangana,Wanaparthy,2025,11,455,2025-11-01,402.0,563.0,482.5,113.84419177103415,942.5428571428571,0.48273666979851176,6.1224928095143865
Telangana,Wanaparthy,2025,12,213,2025-12-01,455.0,402.0,473.3333333333333,82.05079727420893,500.9142857142857,0.4252224503756056,5.365976015021851
Telangana,Warangal,2025,9,1454,2025-09-01,,,,0.0,1389.7428571428572,1.0462367138825965,7.282761179605593
Telangana,Warangal,2025,10,937,2025-10-01,1454.0,1454.0,1454.0,0.0,934.5428571428571,1.0026292457722619,6.843749949006225
Telangana,Warangal,2025,11,914,2025-11-01,937.0,1454.0,1195.5,365.57420587344507,942.5428571428571,0.9697171784523951,6.818924065275521
Telangana,Warangal,2025,12,443,2025-12-01,914.0,937.0,1101.6666666666667,305.3462515462296,500.9142857142857,0.8843828427999685,6.095824562432225
Telangana,Warangal Rural,2025,9,235,2025-09-01,,,,0.0,1389.7428571428572,0.16909603009794374,5.4638318050256105
Telangana,Warangal Rural,2025,10,179,2025-10-01,235.0,235.0,235.0,0.0,934.5428571428571,0.19153749732469036,5.19295685089021
Telangana,Warangal Rural,2025,11,188,2025-11-01,179.0,235.0,207.0,39.59797974644666,942.5428571428571,0.19946042620246202,5.241747015059643
Telangana,Warangal Rural,2025,12,118,2025-12-01,188.0,179.0,200.66666666666666,30.072135496724094,500.9142857142857,0.23556924480902094,4.77912349311153
Telangana,Warangal Urban,2025,9,244,2025-09-01,,,,0.0,1389.7428571428572,0.17557204827190753,5.501258210544727
Telangana,Warangal Urban,2025,10,164,2025-10-01,244.0,244.0,244.0,0.0,934.5428571428571,0.1754868690572582,5.10594547390058
Telangana,Warangal Urban,2025,11,167,2025-11-01,164.0,244.0,204.0,56.568542494923804,942.5428571428571,0.17718027221176147,5.123963979403259
Telangana,Warangal Urban,2025,12,83,2025-12-01,167.0,164.0,191.66666666666666,45.34681172181053,500.9142857142857,0.16569701117922658,4.430816798843313
Telangana,Yadadri.,2025,9,640,2025-09-01,,,,0.0,1389.7428571428572,0.46051684792631487,6.46302945692067
Telangana,Yadadri.,2025,10,322,2025-10-01,640.0,640.0,640.0,0.0,934.5428571428571,0.34455348680754355,5.777652323222656
Telangana,Yadadri.,2025,11,377,2025-11-01,322.0,640.0,481.0,224.8599564173221,942.5428571428571,0.39998181211876693,5.934894195619588
Telangana,Yadadri.,2025,12,201,2025-12-01,377.0,322.0,446.3333333333333,169.95979916831314,500.9142857142857,0.40126625598824756,5.308267697401205
Tripura,Dhalai,2025,6,167,2025-06-01,,,,0.0,167.0,0.999999999994012,5.123963979403259
Tripura,Dhalai,2025,9,474,2025-09-01,167.0,167.0,167.0,0.0,390.125,1.2149951938450112,6.163314804034641
Tripura,Dhalai,2025,10,188,2025-10-01,474.0,167.0,320.5,217.08178182427008,219.0,0.8584474885805551,5.241747015059643
Tripura,Dhalai,2025,11,363,2025-11-01,188.0,474.0,276.3333333333333,171.50607375056234,367.375,0.9880911874760447,5.8971538676367405
Tripura,Dhalai,2025,12,239,2025-12-01,363.0,188.0,341.6666666666667,144.18853398704536,259.5,0.9210019267787245,5.480638923341991
Tripura,Gomati,2025,7,124,2025-07-01,,,,0.0,221.66666666666666,0.5593984962380779,4.8283137373023015
Tripura,Gomati,2025,9,174,2025-09-01,124.0,124.0,124.0,0.0,390.125,0.4460108939431054,5.1647859739235145
Tripura,Gomati,2025,10,83,2025-10-01,174.0,124.0,149.0,35.35533905932738,219.0,0.37899543378822376,4.430816798843313
Tripura,Gomati,2025,11,148,2025-11-01,83.0,174.0,127.0,45.574115460423364,367.375,0.4028581150040072,5.003946305945459
Tripura,Gomati,2025,12,144,2025-12-01,148.0,83.0,135.0,46.87216658103186,259.5,0.5549132947955495,4.976733742420574
Tripura,Khowai,2025,9,99,2025-09-01,,,,0.0,390.125,0.2537648189676289,4.605170185988092
Tripura,Khowai,2025,10,44,2025-10-01,99.0,99.0,99.0,0.0,219.0,0.200913242008215,3.8066624897703196
Tripura,Khowai,2025,11,107,2025-11-01,44.0,99.0,71.5,38.890872965260115,367.375,0.29125552909073493,4.68213122712422
Tripura,Khowai,2025,12,64,2025-12-01,107.0,44.0,83.33333333333333,34.297716153314546,259.5,0.24662813102024422,4.174387269895637
Tripura,North Tripura,2025,7,216,2025-07-01,,,,0.0,221.66666666666666,0.9744360902211681,5.37989735354046
Tripura,North Tripura,2025,9,448,2025-09-01,216.0,216.0,216.0,0.0,390.125,1.1483498878535128,6.1070228877422545
Tripura,North Tripura,2025,10,177,2025-10-01,448.0,216.0,332.0,164.04877323527901,219.0,0.8082191780785013,5.181783550292085
Tripura,North Tripura,2025,11,349,2025-11-01,177.0,448.0,280.3333333333333,146.50711018013197,367.375,0.9499829874080981,5.857933154483459
Tripura,North Tripura,2025,12,272,2025-12-01,349.0,177.0,324.6666666666667,137.12889313829282,259.5,1.0481695568360379,5.60947179518496
Tripura,Sepahijala,2025,7,325,2025-07-01,,,,0.0,221.66666666666666,1.4661654135272204,5.786897381366708
Tripura,Sepahijala,2025,9,387,2025-09-01,325.0,325.0,325.0,0.0,390.125,0.9919897468734585,5.961005339623274
Tripura,Sepahijala,2025,10,262,2025-10-01,387.0,325.0,356.0,43.840620433565945,219.0,1.1963470319580076,5.572154032177765
Tripura,Sepahijala,2025,11,387,2025-11-01,262.0,387.0,324.6666666666667,62.500666663111154,367.375,1.0534195304496674,5.961005339623274
Tripura,Sepahijala,2025,12,338,2025-12-01,387.0,262.0,345.3333333333333,72.16878364870323,259.5,1.3025048169506648,5.82600010738045
Tripura,South Tripura,2025,9,672,2025-09-01,,,,0.0,390.125,1.722524831780269,6.511745329644728
Tripura,South Tripura,2025,10,361,2025-10-01,672.0,672.0,672.0,0.0,219.0,1.6484018264764915,5.8916442118257715
Tripura,South Tripura,2025,11,611,2025-11-01,361.0,672.0,516.5,219.9102089490163,367.375,1.6631507315368135,6.416732282512326
Tripura,South Tripura,2025,12,418,2025-12-01,611.0,361.0,548.0,164.7938105633825,259.5,1.61078998072597,6.037870919922137
Tripura,Unakoti,2025,4,50,2025-04-01,,,,0.0,143.0,0.3496503496479046,3.9318256327243257
Tripura,Unakoti,2025,9,176,2025-09-01,50.0,50.0,50.0,0.0,390.125,0.4511374559424514,5.176149732573829
Tripura,Unakoti,2025,10,126,2025-10-01,176.0,50.0,113.0,89.09545442950498,219.0,0.5753424657507975,4.844187086458591
Tripura,Unakoti,2025,11,158,2025-11-01,126.0,176.0,117.33333333333333,63.44551468254737,367.375,0.43007825790968335,5.0689042022202315
Tripura,Unakoti,2025,12,118,2025-12-01,158.0,126.0,153.33333333333334,25.32455988429678,259.5,0.45472061656857526,4.77912349311153
Tripura,West Tripura,2025,4,236,2025-04-01,,,,0.0,143.0,1.6503496503381097,5.4680601411351315
Tripura,West Tripura,2025,9,691,2025-09-01,236.0,236.0,236.0,0.0,390.125,1.7712271707740566,6.539585955617669
Tripura,West Tripura,2025,10,511,2025-10-01,691.0,236.0,463.5,321.7335854398791,219.0,2.333333333322679,6.238324625039508
Tripura,West Tripura,2025,11,816,2025-11-01,511.0,691.0,479.3333333333333,229.1469688504156,367.375,2.2211636611031746,6.705639094860003
Tripura,West Tripura,2025,12,483,2025-12-01,816.0,511.0,672.6666666666666,153.32427509475903,259.5,1.8612716762934056,6.182084906716632
Uttar Pradesh,Agra,2025,3,906,2025-03-01,,,,0.0,337.0625,2.6879287965801955,6.810142450115136
Uttar Pradesh,Agra,2025,4,1437,2025-04-01,906.0,906.0,906.0,0.0,1315.9772727272727,1.0919641469345622,7.271008538280992
Uttar Pradesh,Agra,2025,5,2577,2025-05-01,1437.0,906.0,1171.5,375.47370081005676,1466.5,1.7572451414921533,7.8547691834991324
Uttar Pradesh,Agra,2025,6,3789,2025-06-01,2577.0,1437.0,1640.0,853.7956429966131,1218.825,3.108731770350043,8.240121298076472
Uttar Pradesh,Agra,2025,7,4569,2025-07-01,3789.0,2577.0,2601.0,1176.1836591281142,3035.8846153846152,1.504997909619055,8.42726848388825
Uttar Pradesh,Agra,2025,9,5764,2025-09-01,4569.0,3789.0,3645.0,1003.7768676354323,3390.038961038961,1.7002754441004357,8.65956043270316
Uttar Pradesh,Agra,2025,10,2682,2025-10-01,5764.0,4569.0,4707.333333333333,994.7403346267475,1675.090909090909,1.6011071312266574,7.894690850425624
Uttar Pradesh,Agra,2025,11,4397,2025-11-01,2682.0,5764.0,4338.333333333333,1553.8939260236953,2316.246753246753,1.8983296981786133,8.388905171114706
Uttar Pradesh,Agra,2025,12,3224,2025-12-01,4397.0,2682.0,4281.0,1544.2710254356261,1485.5584415584415,2.1702276462551398,8.078688229229872
Uttar Pradesh,Aligarh,2025,3,623,2025-03-01,,,,0.0,337.0625,1.8483218987521652,6.436150368369428
Uttar Pradesh,Aligarh,2025,4,1767,2025-04-01,623.0,623.0,623.0,0.0,1315.9772727272727,1.342728356042708,7.477604243197589
Uttar Pradesh,Aligarh,2025,5,2826,2025-05-01,1767.0,623.0,1195.0,808.9301576774104,1466.5,1.927037163312699,7.946971357693591
Uttar Pradesh,Aligarh,2025,6,2635,2025-06-01,2826.0,1767.0,1738.6666666666667,1101.7732676614248,1218.825,2.1619182409269895,7.877017895622398
Uttar Pradesh,Aligarh,2025,7,6408,2025-07-01,2635.0,2826.0,2409.3333333333335,564.4150364167609,3035.8846153846152,2.1107521568918592,8.765458531504226
Uttar Pradesh,Aligarh,2025,9,4355,2025-09-01,6408.0,2635.0,3956.3333333333335,2125.3522845244584,3390.038961038961,1.2846460026123174,8.37930948405285
Uttar Pradesh,Aligarh,2025,10,2049,2025-10-01,4355.0,6408.0,4466.0,1888.9475905911208,1675.090909090909,1.223217193095981,7.6255950721324535
Uttar Pradesh,Aligarh,2025,11,2918,2025-11-01,2049.0,4355.0,4270.666666666667,2180.7233509396224,2316.246753246753,1.259796693037342,7.978996370854115
Uttar Pradesh,Aligarh,2025,12,2270,2025-12-01,2918.0,2049.0,3107.3333333333335,1164.6005037493912,1485.5584415584415,1.5280448998136373,7.7279755421055585
Uttar Pradesh,Allahabad,2025,9,5412,2025-09-01,,,,0.0,3390.038961038961,1.596441829193539,8.596558746796978
Uttar Pradesh,Allahabad,2025,10,2503,2025-10-01,5412.0,5412.0,5412.0,0.0,1675.090909090909,1.4942472593066083,7.825644732219989
Uttar Pradesh,Allahabad,2025,11,3149,2025-11-01,2503.0,5412.0,3957.5,2056.9736264716666,2316.246753246753,1.3595270001283724,8.055157731819678
Uttar Pradesh,Allahabad,2025,12,1846,2025-12-01,3149.0,2503.0,3688.0,1527.5670198063324,1485.5584415584415,1.2426303458396364,7.52131798019924
Uttar Pradesh,Ambedkar Nagar,2025,4,312,2025-04-01,,,,0.0,1315.9772727272727,0.23708616133861057,5.746203190540153
Uttar Pradesh,Ambedkar Nagar,2025,9,3178,2025-09-01,312.0,312.0,312.0,0.0,3390.038961038961,0.9374523527673811,8.064321960910803
Uttar Pradesh,Ambedkar Nagar,2025,10,1509,2025-10-01,3178.0,312.0,1745.0,2026.5680348806452,1675.090909090909,0.9008466297617547,7.31986492980897
